-2.49973548E-07,-8.724704E-03
-2.49923548E-07,-9.7172192E-03
-2.49873548E-07,-5.41632E-03
-2.49823548E-07,2.079328E-04
-2.49773548E-07,2.1929632E-03
-2.49723548E-07,-4.53744E-04
-2.49673548E-07,-3.762128E-03
-2.49623548E-07,-5.7471584E-03
-2.49573548E-07,-4.7546432E-03
-2.49523548E-07,-4.0929664E-03
-2.49473548E-07,-4.7546432E-03
-2.49423548E-07,-4.7546432E-03
-2.49373548E-07,-4.7546432E-03
-2.49323548E-07,-4.7546432E-03
-2.49273548E-07,-6.7396736E-03
-2.49223548E-07,-8.724704E-03
-2.49173548E-07,-1.17022496E-02
-2.49123548E-07,-1.40181184E-02
-2.49073548E-07,-1.17022496E-02
-2.49023548E-07,-7.070512E-03
-2.48973548E-07,-1.4462592E-03
-2.48923548E-07,2.5238016E-03
-2.48873548E-07,3.5163168E-03
-2.48823548E-07,2.85464E-03
-2.48773548E-07,1.8621248E-03
-2.48723548E-07,1.5312864E-03
-2.48673548E-07,1.8621248E-03
-2.48623548E-07,8.696096E-04
-2.48573548E-07,-4.7546432E-03
-2.48523548E-07,-1.13714112E-02
-2.48473548E-07,-1.40181184E-02
-2.48423548E-07,-9.0555424E-03
-2.48373548E-07,2.1929632E-03
-2.48323548E-07,1.21181152E-02
-2.48273548E-07,1.37723072E-02
-2.48223548E-07,7.817216E-03
-2.48173548E-07,1.200448E-03
-2.48123548E-07,-1.7770976E-03
-2.48073548E-07,-7.845824E-04
-2.48023548E-07,5.387712E-04
-2.47973548E-07,-4.53744E-04
-2.47923548E-07,-1.4462592E-03
-2.47873548E-07,8.696096E-04
-2.47823548E-07,3.5163168E-03
-2.47773548E-07,1.8621248E-03
-2.47723548E-07,-4.7546432E-03
-2.47673548E-07,-1.0378896E-02
-2.47623548E-07,-9.0555424E-03
-2.47573548E-07,-4.53744E-04
-2.47523548E-07,5.8321856E-03
-2.47473548E-07,4.8396704E-03
-2.47423548E-07,-2.4387744E-03
-2.47373548E-07,-8.0630272E-03
-2.47323548E-07,-7.7321888E-03
-2.47273548E-07,-2.4387744E-03
-2.47223548E-07,5.387712E-04
-2.47173548E-07,1.200448E-03
-2.47123548E-07,-1.1154208E-03
-2.47073548E-07,-1.7770976E-03
-2.47023548E-07,-7.845824E-04
-2.46973548E-07,2.079328E-04
-2.46923548E-07,-4.53744E-04
-2.46873548E-07,-1.4462592E-03
-2.46823548E-07,-3.762128E-03
-2.46773548E-07,-4.0929664E-03
-2.46723548E-07,-1.4462592E-03
-2.46673548E-07,3.1854784E-03
-2.46623548E-07,6.4938624E-03
-2.46573548E-07,5.1705088E-03
-2.46523548E-07,-1.229056E-04
-2.46473548E-07,-5.7471584E-03
-2.46423548E-07,-5.0854816E-03
-2.46373548E-07,1.5312864E-03
-2.46323548E-07,8.1480544E-03
-2.46273548E-07,6.8247008E-03
-2.46223548E-07,2.079328E-04
-2.46173548E-07,-5.0854816E-03
-2.46123548E-07,-3.4312896E-03
-2.46073548E-07,4.8396704E-03
-2.46023548E-07,1.14564384E-02
-2.45973548E-07,1.07947616E-02
-2.45923548E-07,4.8396704E-03
-2.45873548E-07,5.387712E-04
-2.45823548E-07,2.5238016E-03
-2.45773548E-07,8.8097312E-03
-2.45723548E-07,1.54264992E-02
-2.45673548E-07,1.70806912E-02
-2.45623548E-07,1.34414688E-02
-2.45573548E-07,8.4788928E-03
-2.45523548E-07,5.1705088E-03
-2.45473548E-07,7.4863776E-03
-2.45423548E-07,1.37723072E-02
-2.45373548E-07,1.74115296E-02
-2.45323548E-07,1.24489536E-02
-2.45273548E-07,2.5238016E-03
-2.45223548E-07,-3.762128E-03
-2.45173548E-07,-3.4312896E-03
-2.45123548E-07,3.1854784E-03
-2.45073548E-07,7.4863776E-03
-2.45023548E-07,5.5013472E-03
-2.44973548E-07,-1.1154208E-03
-2.44923548E-07,-5.41632E-03
-2.44873548E-07,-2.4387744E-03
-2.44823548E-07,5.1705088E-03
-2.44773548E-07,1.24489536E-02
-2.44723548E-07,1.64190144E-02
-2.44673548E-07,1.90657216E-02
-2.44623548E-07,2.13815904E-02
-2.44573548E-07,2.23741056E-02
-2.44523548E-07,2.30357824E-02
-2.44473548E-07,2.17124288E-02
-2.44423548E-07,1.97273984E-02
-2.44373548E-07,1.7742368E-02
-2.44323548E-07,1.57573376E-02
-2.44273548E-07,1.4433984E-02
-2.44223548E-07,1.21181152E-02
-2.44173548E-07,9.471408E-03
-2.44123548E-07,5.8321856E-03
-2.44073548E-07,3.5163168E-03
-2.44023548E-07,2.5238016E-03
-2.43973548E-07,3.1854784E-03
-2.43923548E-07,4.508832E-03
-2.43873548E-07,4.508832E-03
-2.43823548E-07,4.508832E-03
-2.43773548E-07,7.4863776E-03
-2.43723548E-07,1.37723072E-02
-2.43673548E-07,1.7742368E-02
-2.43623548E-07,1.6088176E-02
-2.43573548E-07,8.4788928E-03
-2.43523548E-07,2.85464E-03
-2.43473548E-07,4.1779936E-03
-2.43423548E-07,1.04639232E-02
-2.43373548E-07,1.4433984E-02
-2.43323548E-07,1.31106304E-02
-2.43273548E-07,7.817216E-03
-2.43223548E-07,4.1779936E-03
-2.43173548E-07,3.8471552E-03
-2.43123548E-07,6.163024E-03
-2.43073548E-07,7.1555392E-03
-2.43023548E-07,7.1555392E-03
-2.42973548E-07,6.4938624E-03
-2.42923548E-07,5.8321856E-03
-2.42873548E-07,5.1705088E-03
-2.42823548E-07,3.8471552E-03
-2.42773548E-07,2.1929632E-03
-2.42723548E-07,2.85464E-03
-2.42673548E-07,6.163024E-03
-2.42623548E-07,1.01330848E-02
-2.42573548E-07,1.14564384E-02
-2.42523548E-07,8.8097312E-03
-2.42473548E-07,5.5013472E-03
-2.42423548E-07,5.5013472E-03
-2.42373548E-07,9.1405696E-03
-2.42323548E-07,1.14564384E-02
-2.42273548E-07,1.01330848E-02
-2.42223548E-07,6.8247008E-03
-2.42173548E-07,5.5013472E-03
-2.42123548E-07,9.1405696E-03
-2.42073548E-07,1.37723072E-02
-2.42023548E-07,1.37723072E-02
-2.41973548E-07,9.1405696E-03
-2.41923548E-07,5.1705088E-03
-2.41873548E-07,9.1405696E-03
-2.41823548E-07,1.54264992E-02
-2.41773548E-07,1.87348832E-02
